name_rus;name_eng;city_rus;city_eng;gmt_offset;country_rus;phone;email;website
;Tyonek;;Tyonek;+0.0;США;;;
;Torsby Airport;;Torsby;+1.0;Швеция;;;
;Thylungra;;Thylungra;+0.0;Австралия;;;
;Talara;;Talara;-5.0;Перу;;;
Станиэл-Кэй;Staniel Cay;Станиэл-Кэй;Staniel Cay;+5.0;Багамские острова;;;
Тайвань;Taiyuan;Тайвань;Taiyuan;+8.0;Китай;;;
;Tobermorey;;Tobermorey;+0.0;Австралия;;;
;Tyler Pounds Regional Airport;;Tyler;-6.0;США;;;
;Mc Ghee Tyson;Ноксвилл;Knoxville;-5.0;США;;;
;Treinta-y-Tres;;Treinta-y-Tres;+1.0;Франция;;;
;Taylor;Тейлор;Taylor;+0.0;США;;;
;Municipal;;Belize City;-6.0;Белиз;;;
;Tuzla International;Тузла;Tuzla;+1.0;Босния и Герцеговина;;;
Тисимин;Tizimin;Тисимин;Tizimin;-6.0;Мексика;;;
;South Andros;;South Andros;+5.0;Багамские острова;;;
Трабзон;Trabzon;Трабзон;Trabzon;+2.0;Турция;;;
;Adana-Incirlik Airbase;Адана;Adana;+2.0;Турция;;;
Сан-Луис-Рио-Колорадо;San Luis Rio Colorado;Сан-Луис-Рио-Колорадо;San Luis Rio Colorado;+7.0;Мексика;;;
Маунт-Эу;Mount Aue;Маунт-Эу;Mount Aue;-10.0;Папуа - Новая Гвинея;;;
;Ua Huka;;Ua Huka;+9.5;Французская Полинезия;;;
Суаи;Suai;Суаи;Suai;-8.0;Индонезия;;;
;Narsarsuaq;;Narsarsuaq;+3.0;Гренландия;;;http://iserit.greennet.gl/bgbw
Луау;Luau;Луау;Luau;-1.0;Ангола;;;
;Andersen AFB;;Andersen, Mariana Island;+10.0;Гуам;;;
;Ua Pou;;Ua Pou;+9.5;Французская Полинезия;;;
Сан Хуан;San Juan;Сан Хуан;San Juan;+3.0;Аргентина;;;
Самбуру;Samburu;Самбуру;Samburu;-3.0;Кения;;;
Уахактун;Uaxactun;Уахактун;Uaxactun;+6.0;Гватемала;;;
Юбераба;Uberaba;Юбераба;Uberaba;+3.0;Бразилия;;;
;Mabuiag Island;;Mabuiag Island;-10.0;Австралия;;;
Буин;Buin;Буин;Buin;-10.0;Папуа - Новая Гвинея;;;
Убе;Ube;Убе;Ube;-9.0;Япония;;;
;Muang Ubon;Убон-Ратчатхани;Ubon Ratchathni;+7.0;Таиланд;;;
;Ubrub;;Ubrub;+0.0;Индонезия;;;
;Lowndes County;;Columbus;-5.0;США;;;
Убатуба;Ubatuba;Убатуба;Ubatuba;+3.0;Бразилия;;;
;Kalumburu;;Kalumburu;-8.0;Австралия;;;
;Oneida County;;Utica;+5.0;США;;;
;Yucca Flat;;Yucca Flat;+0.0;США;;;
;Eunice;;Eunice;-6.0;США;;;
Луцк;Lutsk;Луцк;Lutsk;+2.0;Украина;;;
Бучанан;Buchanan;Бучанан;Buchanan;+0.0;Либерия;;;
Ухта;Ukhta;Ухта;Ukhta;-2.0;Россия;;;
;Everett-Stewart;;Union City;+6.0;США;;;
Ундарра;Undarra;Ундарра;Undarra;+0.0;Австралия;;;
;Bermuda Dunes;Палм Спрингс;Palm Springs;+8.0;США;;;
;Volkel;;Uden;-1.0;Нидерланды;;;
;Eduardo Gomes;;Uberlandia;-3.0;Бразилия;;;
Ужгород;Uzhgorod;Ужгород;Uzhgorod;+2.0;Украина;;;
;Airfield;;Udine;+1.0;Италия;;;
Удомхей;Udomxay;Удомхей;Udomxay;-7.0;Лаос;;;
;Dabok;Удайпур;Udaipur;-5.5;Индия;;;
Куинстаун;Queenstown;Куинстаун;Queenstown;;Австралия;;;
Келимане;Quelimane;Келимане;Quelimane;-2.0;Мозамбик;;;
;Kumejima;;Kumejima;+9.0;Япония;;;
;Puertollano;;Puertollano;+1.0;Испания;;;
Ваукеша;Waukesha;Ваукеша;Waukesha;+6.0;США;;;
Кветта;Quetta;Кветта;Quetta;-5.0;Пакистан;;;
Уфа;Ufa;Уфа;Ufa;+5.0;Россия;+7 (347) 229-52-95;;http://www.airportufa.ru
;Bulgan;;Bulgan;-8.0;Монголия;;;
;Ugashik Bay;;Pilot Point;+9.0;США;;;
Угренч;Urgench;Ургенч;Urgench;-2.0;Узбекистан;;;
;Uganik;;Uganik;+9.0;США;;;
;Memorial;;Waukegan;+6.0;США;;;
Уиже;Uige;Уиже;Uige;-1.0;Ангола;;;
;Ugashik;;Ugashik;+0.0;США;;;
;Umnugobitour;;Umnugobitour;+0.0;Монголия;;;
;Zugapa;;Zugapa;;Турция;;;
;Kunovice;Угерске-Градиште;Uherske Hradiste;+1.0;Чехия;;;
;RAF Station;;Upper Heyford;+0.0;Великобритания;;;
Кибдо;Quibdo;Кибдо;Quibdo;+5.0;Колумбия;;;
;Qui Nhon;;Qui Nhon;-7.0;Вьетнам;;;
;Utila;;Utila;+6.0;Гондурас;;;
Усть-Ильимск;Ust-Ilimsk;Усть-Илимск;Ust-Ilimsk;-2.0;Россия;;;
;Quillayute State;;Quillayute;+8.0;США;;;
;Municipal;Куинси;Quincy;+5.0;США;;;
;Mariscal Sucre;Куито;Quito;+5.0;Эквадор;;;http://www.quitoairport.com/
;Pluguffan;Куимпер;Quimper;-1.0;Франция;;;
Кин-Хилл;Quine Hill;Кин-Хилл;Quine Hill;-11.0;Вануату;;;
;Quirindi;;Quirindi;-10.0;Австралия;;;
;Jaluit Island;;Jaluit Island;-12.0;Маршалловы острова;;;
;Berz-Macomb;;Utica;+1.0;Тунис;;;
Удже-Айленд;Ujae Island;Удже-Айленд;Ujae Island;-12.0;Маршалловы острова;;;
;Ukunda;;Ukunda;+3.0;Кения;;;
Коб;Kobe;Кобе;Kobe;+9.0;Япония;078-306-4195;;http://www.kairport.co.jp/index.html
;Ukiah;;Ukiah;+8.0;США;;;
Усть-Каменогорск;Ust-kamenogorsk;Усть-Каменогорск;Ust-kamenogorsk;+6.0;Казахстан;+7 (7232) 54 34 84;airport@mail.east.telecom.kz;http://www.airport.ukg.kz
;Municipal;;Waukon;+6.0;США;;;
Мукейрас;Mukeiras;Мукейрас;Mukeiras;-3.0;Йемен;;;
Бельбек;Belbek;Севастополь;Sevastopol;+2.0;Украина;;;
;Upper Bucks;;Quakertown;+5.0;США;;;
Нуку;Nuku;Нуку;Nuku;-10.0;Папуа - Новая Гвинея;;;
Усть-Кут;Ust-Kut;Усть-Кут;Ust-Kut;-2.0;Россия;;;
;Kansai;Киото;Kyoto;+9.0;Япония;;;
Сан-Хулиан;San Julian;Сан-Хулиан;San Julian;+3.0;Аргентина;;;
Улей;Ulei;Улей;Ulei;-11.0;Вануату;;;
;Los Cerrillos;Сантьяго;Santiago;;Чили;;;
Улунди;Ulundi;Улунди;Ulundi;-2.0;ЮАР;;;
Зуле;Sule;Зуле;Sule;-10.0;Папуа - Новая Гвинея;;;
;Ulgit;;Ulgit;-8.0;Монголия;;;
;Ulithi;;Ulithi;-10.0;Микронезия;;;
Мулл;Mull;Мулл;Mull;+0.0;Великобритания;;;
;New Ulm;;New Ulm;+6.0;США;;;
;Chinggis Khaan International;;Ulaanbaatar;+8.0;Монголия;;;
;Ulaangom;;Ulaangom;-8.0;Монголия;;;
;Quilpie;;Quilpie;-10.0;Австралия;;;
;Farfan;Тулуа;Tulua;-5.0;Колумбия;;;
Мулатос;Mulatos;Мулатос;Mulatos;+5.0;Колумбия;;;
Гулу;Gulu;Гулу;Gulu;+3.0;Уганда;;;
;Ulusaba;;Ulusaba;-2.0;ЮАР;;;
Восточный;Vostochny;Ульяновск;Ulyanovsk;+3.0;Россия;;;http://www.ulvost.ru/eng
;Uliastai;;Uliastai;-8.0;Монголия;;;
;Punta De Maisi;;Punta De Maisi;+5.0;Куба;;;
;North Shore;;Umnak Island;+9.0;США;;;
Умба;Umba;Умба;Umba;-10.0;Папуа - Новая Гвинея;;;
Уумманнак;Uummannaq;Уумманнак;Uummannaq;+3.0;Гренландия;;;
Умео;Umea;Умео;Umea;+1.0;Швеция;;;
;Quincemil;;Quincemil;+5.0;Перу;;;
;Summit;;Summit;+9.0;США;;;
;Woomera;;Woomera;+10.5;Австралия;;;
;Umiat;;Umiat;+9.0;США;;;
;Ernesto Geisel;;Umuarama;+3.0;Бразилия;;;
Сумы;Sumy;Сумы;Sumy;+2.0;Украина;;;
;Una;;Una;-3.0;Бразилия;;;
Унгиа;Unguia;Унгиа;Unguia;+5.0;Колумбия;;;
Кундуз;Kunduz;Кундуз;Kunduz;-5.0;Афганистан;;;
;Qachas Nek;;Qachas Nek;-2.0;Лесото;;;
Киунга;Kiunga;Киунга;Kiunga;-3.0;Папуа - Новая Гвинея;;;
Юнион-Айленд;Union Island;Юнион-Айленд;Union Island;+4.0;Сент-Винсент и Гренадины;;;
;Unalakleet;;Unalakleet;+9.0;США;;;
Ранонг;Ranong;Ранонг;Ranong;-7.0;Таиланд;;;
;Underkhaan;;Underkhaan;-8.0;Монголия;;;
;Umnak;;Umnak Island;+9.0;США;;;
;Baltasound;;Unst Shetland Is;+0.0;Великобритания;;;
;Dodge County;;Juneau,  WI;-6.0;США;;;
;Buol;;Buol;+8.0;Индонезия;;;
Муонг-Сей;Muong Sai;Муонг-Сей;Muong Sai;-7.0;Лаос;;;
;Franklin County;;Sewanee;-6.0;США;;;
;University-Oxford;;Oxford;+6.0;США;;;
Пунта-Алегре;Punta Alegre;Пунта-Алегре;Punta Alegre;+5.0;Куба;;;
;Playa Baracoa;Гавана;Havana;-5.0;Куба;;;
Пуэрто Ла Крус;Puerto La Cruz;Пуэрто Ла Крус;Puerto La Cruz;;Испания;;;
;Pforheim;;Pforheim;-1.0;Германия;;;
;Hasanudin;;Ujung Pandang;-8.0;Индонезия;;;
Упала;Upala;Упала;Upala;+6.0;Коста-Рика;;;
Уруапан;Uruapan;Уруапан;Uruapan;+6.0;Мексика;;;
;Upolu Point;;Upolu Point;+10.0;США;;;
Упиара;Upiara;Упиара;Upiara;-10.0;Папуа - Новая Гвинея;;;
;Upavon;;Upavon;+0.0;Великобритания;;;
;Queen;;Queen;+9.0;США;;;
Уральск;Uralsk;Уральск;Uralsk;+5.0;Казахстан;;;
;Ernesto Pochler;;Urubupunga;+3.0;Бразилия;;;
Урумги;Urumqi;Урумги;Urumqi;-8.0;Китай;;;
;Burg Feuerstein;;Burg Feuerstein;+1.0;Германия;;;
Курессааре;Kuressaare;Курессааре;Kuressaare;+2.0;Эстония;3724533793;mati.tang@eeke.ee;http://www.eeke.ee
;Ruben Berta;;Uruguaiana;+3.0;Бразилия;;;
Урибе;Uribe;Урибе;Uribe;+5.0;Колумбия;;;
Урай;Uraj;Урай;Uraj;-2.0;Россия;;;
Уриман;Uriman;Уриман;Uriman;+4.0;Венесуэла;;;
Ургун;Urgoon;Ургун;Urgoon;+0.0;Афганистан;;;
;Boos;Руан;Rouen;-1.0;Франция;;;
Уррао;Urrao;Уррао;Urrao;+5.0;Колумбия;;;
Курск;Kursk;Курск;Kursk;-2.0;Россия;;;
Сурат-Тхани;Surat Thani;Сурат-Тхани;Surat Thani;-7.0;Таиланд;;;
;Uroubi;;Uroubi;+0.0;Папуа - Новая Гвинея;;;
Гураят;Gurayat;Гураят;Gurayat;+3.0;Саудовская Аравия;;;
Урузган;Uruzgan;Урузган;Uruzgan;-4.5;Афганистан;;;
;Islas Malvinas;Ушуайа;Ushuaia;-3.0;Аргентина;;;
Мабарума;Mabaruma;Мабарума;Mabaruma;+3.0;Гайана;;;
Усинск;Usinsk;Усинск;Usinsk;-2.0;Россия;;;
;Useless Loop;;Useless Loop;-8.0;Австралия;;;
Кох Самуи;Koh Samui;Кох-Самуи;Koh Samui;+7.0;Таиланд;;;
Ульсан;Ulsan;Ульсан;Ulsan;+9.0;Южная Корея;;;
Усино;Usino;Усино;Usino;-10.0;Папуа - Новая Гвинея;;;
Асак;Usak;Асак;Usak;+2.0;Турция;;;
Санкти-Спиритус;Sancti Spiritus;Санкти-Спиритус;Sancti Spiritus;+5.0;Куба;;;
Сент Огустин;St Augustine;Сент Огустин;St Augustine;+5.0;США;;;
;Puerto Princessa;Корон;Busuanga;+8.0;Филиппины;;;
Мутаре;Mutare;Мутаре;Mutare;-2.0;Зимбабве;;;
;Muttaburra;;Muttaburra;+10.0;Австралия;;;
;Soesterberg;Утрехт;Utrecht;-1.0;Нидерланды;;;
;Nutwood Downs;;Nutwood Downs;-9.5;Австралия;;;
Баттерворт;Butterworth;Баттерворт;Butterworth;+2.0;ЮАР;;;
;Quthing;;Quthing;;ЮАР;;;
Удон Тхани;Udon Thani;Удон Тхани;Udon Thani;+7.0;Таиланд;;;
;Utti;;Valkeala;+2.0;Финляндия;;;
;Utirik Island;;Utirik Island;-12.0;Маршалловы острова;;;
Торремолинос;Torremolinos;Торремолинос;Torremolinos;+0.0;Испания;;;
Упингтон;Upington;Упингтон;Upington;-2.0;ЮАР;;;
;Indian Mountain AFS;;Utopia Creek;+9.0;США;;;
;Utapao;;Utapao;+7.0;Таиланд;+66 38 245595/245600;;http://www.utapao.com
Уттарадит;Uttaradit;Уттарадит;Uttaradit;-7.0;Таиланд;;;
Умтата;Umtata;Умтата;Umtata;-2.0;ЮАР;;;
;Ustupo;;Ustupo;+5.0;Панама;;;
Куинстаун;Queenstown;Куинстаун;Queenstown;-2.0;ЮАР;;;
Бугульма;Bugulma;Бугульма;Bugulma;-2.0;Россия;;;
Мухино;Mukhino;Улан-Удэ;Ulan-ude;+9.0;Россия;;;
;Kuparuk;;Kuparuk;-9.0;США;;;
;Baruun-Urt;;Baruun-Urt;-8.0;Монголия;;;
Южно-Сахалинск;Yuzhno-Sakhalinsk;Южно-Сахалинск;Yuzhno-Sakhalinsk;+11.0;Россия;;;
Мануму;Manumu;Мануму;Manumu;-10.0;Папуа - Новая Гвинея;;;
;Garner Fld;;Uvalde;+6.0;США;;;
;Ouvea;;Ouvea;-11.0;Новая Каледония;;;
;Hewanorra;;St Lucia;+4.0;Сент-Люсия;;;
;Kharga;;Kharga;-2.0;Египет;;;
Увол;Uvol;Увол;Uvol;-10.0;Папуа - Новая Гвинея;;;
;Ware;;Ware;+5.0;США;;;
Ньяла;Nyala;Ньяла;Nyala;+3.0;Судан;;;
Фулин;Yulin;Фулин;Yulin;-8.0;Китай;;;
;Ponikve;;Uzice;;Сербия;;;
Унайза;Unayzah;Унайза;Unayzah;+3.0;Саудовская Аравия;;;
Курусу-Куатья;Curuzu Cuatia;Курусу-Куатья;Curuzu Cuatia;-3.0;Аргентина;;;
Васа;Vaasa;Васа;Vaasa;-2.0;Финляндия;+358 6 212 6111;;http://www.finavia.fi/airport_vaasa
Яварате;Yavarate;Яварате;Yavarate;-5.0;Колумбия;;;
Варрельбух;Varrelbusch;Варрельбух;Varrelbusch;+1.0;Германия;;;
;Moody AFB;;Valdosta;+0.0;США;;;
;Chabeuil;Валенс;Valence;-1.0;Франция;;;
;Maj. Brig. Trompowsky;;Varginha;+3.0;Бразилия;;;
;Vallegrande;;Vallegrande;+1.0;Италия;;;
Ванимо;Vanimo;Ванимо;Vanimo;-10.0;Папуа - Новая Гвинея;;;
;Chevak;;Chevak;-9.0;США;;;
;Valenca;;Valenca;+3.0;Бразилия;;;
;Ferit Melen Airport;Ван;Van;+2.0;Турция;;;
;Suavanao Airstrip;Суаванао;Suavanao;+0.0;Соломоновы острова;;;
Вальпараисо;Valparaiso;Вальпараисо;Valparaiso;+4.0;Чили;;;
Варна;Varna;Варна;Varna;+2.0;Болгария;;;http://www.varna-airport.bg/
Сивас;Sivas;Сивас;Sivas;-2.0;Турция;;;
Ватомандри;Vatomandry;Ватомандри;Vatomandry;-3.0;Мадагаскар;;;
Ватукула;Vatukoula;Ватукула;Vatukoula;-12.0;Фиджи;;;
;Vardoe;;Vardoe;+1.0;Норвегия;;;http://www.avinor.no/Norsk/Lufthavner/Vardo_lufthavn,_Svartnes/
;Vandenberg AFB;;Lompoc;-8.0;США;;;
;Brescia Montichiari;Бресия;Brescia;+1.0;Италия;+39 - (0)30 - 9656530;;http://www.aeroportoverona.it
Вануабалаву;Vanuabalavu;Вануабалаву;Vanuabalavu;-12.0;Фиджи;;;
Висбю;Visby;Висби;Visby;-1.0;Швеция;;;http://www.lfv.se/visby
Кан-Тхо;Can Tho;Кан-Тхо;Can Tho;-7.0;Вьетнам;;;
;View Cove;;View Cove;+9.0;США;;;
;Limbe;;Limbe;+1.0;Камерун;;;
;Victoria River Downs;;Victoria River Downs;+9.5;Австралия;;;
;Marco Polo;Венеция;Venice;+1.0;Италия;;;
Вальчета;Valcheta;Вальчета;Valcheta;+3.0;Аргентина;;;
Вичадеро;Vichadero;Вичадеро;Vichadero;-3.0;Уругвай;;;
;Chulai;Тамки;Tamky;+0.0;Вьетнам;;;
;Viracopos (Campinas International);;Campinas, Sao Paulo;+3.0;Бразилия;+55(19)37255223/24;;
Карора;Carora;Карора;Carora;-4.0;Венесуэла;;;
;Coong;;Con Dao;+0.0;Вьетнам;;;
;County-Foster;Лимбе;Victoria;;США;;;
;Southern California Logistics;;Victorville, CA;-8.0;США;;;
;Ovda;Эйлат;Eilat;+2.0;Израиль;;;
;Valdres;Фагернес;Fagernes;+1.0;Норвегия;;;
;Vitoria Da Conquista;;Vitoria Da Conquista;+3.0;Бразилия;;;
;Vienna Danubepier Hov;Вена;Vienna;+1.0;Австрия;;;
Хиерро;Hierro;Валверде;Valverde;+0.0;Испания;;;
;Municipal;;Vidalia;+5.0;США;;;
;Viedma;;Viedma;+3.0;Аргентина;;;
;Valle De Pascua;;Valle De Pascua;+4.0;Венесуэла;;;
Вилья-Долорес;Villa Dolores;Вилья-Долорес;Villa Dolores;+3.0;Аргентина;;;
Вадсо;Vadso;Вадсо;Vadso;-1.0;Норвегия;;;
;Municipal;;Valdez;+9.0;США;;;
;Venetie;;Venetie;+9.0;США;;;
Маиквак;Maikwak;Маиквак;Maikwak;+3.0;Гайана;;;
Вежле;Vejle;Вежле;Vejle;-1.0;Дания;;;
;Vernal;;Vernal, UT;+7.0;США;;;
;Las Bajadas;Веракруз;Veracruz;+6.0;Мексика;;;
Баракома;Barakoma;Баракома;Barakoma;-11.0;Соломоновы острова;;;
;Municipal;;Tioga;+0.0;США;;;
Вестменнейяр;Vestmannaeyjar;Вестменнейяр;Vestmannaeyjar;+0.0;Исландия;;;
Виктория-Фоллз;Victoria Falls;Водопады Виктории;Victoria Falls;+2.0;Зимбабве;;;
Виджаявада;Vijayawada;Виджаявада;Vijayawada;-5.5;Индия;;;
Вологда;Vologda;Вологда;Vologda;+3.0;Россия;;;
Вангренг;Vangrieng;Вангренг;Vangrieng;+1.0;Норвегия;;;
Виго;Vigo;Виго;Vigo;-1.0;Испания;;;
;General Villegas;;General Villegas;+3.0;Аргентина;;;
;North Air Terminal;Лас Вегас;Las Vegas;+7.0;США;;;
Виллагарсон;Villagarzon;Виллагарсон;Villagarzon;+5.0;Колумбия;;;
Сауримо;Saurimo;Сауримо;Saurimo;-1.0;Ангола;;;
Вилхелмина;Vilhelmina;Вилхелмина;Vilhelmina;-1.0;Швеция;;;
;Culberson County;;Van Horn;+6.0;США;4322832237;;
;Charmeil;Вичи;Vichy;-1.0;Франция;;;
Вахитахи;Vahitahi;Вахитахи;Vahitahi;+10.0;Французская Полинезия;;;
Вена;Vienna;;Videira;+0.0;Бразилия;;;
Вилья-Конститусьон;Villa Constitucion;Вилья-Конститусьон;Villa Constitucion;+7.0;Мексика;;;
Виченца;Vicenza;Виченца;Vicenza;+1.0;Италия;390444927711;operations@aeroportovicenza.it;http://www.airportvicenza.it
Видин;Vidin;Видин;Vidin;-2.0;Болгария;;;
;Schwechat International;Вена;Vienna;+1.0;Австрия;;;http://www.viennaairport.com
Виесте;Vieste;Виесте;Vieste;+0.0;Италия;;;
Эль-Вигиа;El Vigia;Эль-Вигиа;El Vigia;-4.0;Венесуэла;;;
;Rolla National;Вичи;Vichy;+6.0;США;;;
;Vinh City;;Vinh City;+0.0;Вьетнам;;;
;Virgin Gorda;;Spanish Town/Virgin Gorda;+4.0;Британские Виргинские острова;;;
;Airstrip;;Kavik;+0.0;США;;;
;Dakhla;;Dakhla;;Западная Сахара;;;
Винница;Vinnica;Винница;Vinnica;+2.0;Украина;(0432) 32-48-75;;http://www.vinavia.com
Викеке;Viqueque;Викеке;Viqueque;-8.0;Индонезия;;;
;Virginia;Дурбан;Durban;+2.0;ЮАР;;;
;Visalia;;Visalia;+8.0;США;;;
;Vitoria.;;Vitoria.;-1.0;Испания;;;
;Viru Harbour Airstrip;Виру;Viru;+11.0;Соломоновы острова;;;
Вивигани;Vivigani;Вивигани;Vivigani;-10.0;Папуа - Новая Гвинея;;;
;Eurico Sales;Витория;Vitoria;+3.0;Бразилия;;;
;Villa Coublay;Париж;Paris;+1.0;Франция;;;
;Xai Xai;;Xai Xai;-2.0;Мозамбик;;;
;Virginia Highlands;Абингдон;Abingdon;-6.0;Эквадор;;;
;Gurue;;Gurue;-2.0;Мозамбик;;;
Рач-Дже;Rach Gia;Рач-Дже;Rach Gia;-7.0;Вьетнам;;;
Внуково;Vnukovo;Москва;Moscow;+3.0;Россия;74954362813;;http://www.vnukovo.ru
Виксбург;Vicksburg;Виксбург;Vicksburg;+0.0;США;;;
Воркута;Vorkuta;Воркута;Vorkuta;-2.0;Россия;(82151) 4-05-85;;
;West Kavik;;West Kavik;+9.0;США;;;
;Vandalia;;Vandalia;+6.0;США;;;
;Manises;Валенсия;Valencia;;Испания;;;http://SiteName=VLC&c=Page&MO=0&lang=EN_GB
;Regional;;Valdosta;+0.0;США;;;
;J t Robidoux;;Valle;+7.0;США;;;
Вилья-Хесель;Villa Gesell;Вилья-Хесель;Villa Gesell;+3.0;Аргентина;;;
;Bauerfield;Порт Вила;Port Vila;-11.0;Вануату;;;
Волгодонск;Volgodonsk;Волгодонск;Volgodonsk;-2.0;Россия;;;
Валладолид;Valladolid;Вальядолид;Valladolid;-1.0;Испания;00 34 983 415 500;;http://www.aena.es
;Villamontes;;Villamontes;+4.0;Боливия;;;
Валенсия;Valencia;Валенсия;Valencia;+1.0;Венесуэла;;;
;Stolport;Валледжо, шт. Калифорния;Vallejo;+8.0;США;;;
;Municipal;Вила-Рика;Vila Rica;+0.0;Бразилия;;;
Вайенар;Vallenar;Вайенар;Vallenar;+4.0;Чили;;;
Вейлсдир;Valesdir;Вейлсдир;Valesdir;-11.0;Вануату;;;
Великие Луки;Velikiye Luki;Великие Луки;Velikiye Luki;-2.0;Россия;;;
;Carvajal;Валера;Valera;+4.0;Венесуэла;;;
Вилья-Мерседес;Villa Mercedes;Вилья-Мерседес;Villa Mercedes;+3.0;Аргентина;;;
;INC;;Vallemi;+0.0;Парагвай;;;
Беймуру;Baimuru;Беймуру;Baimuru;-10.0;Папуа - Новая Гвинея;;;
Сараване;Saravane;Сараване;Saravane;-7.0;Лаос;;;
;Venice Municipal;;Venice, FL;-5.0;США;;;
;Vangaindrano;;Vangaindrano;+3.0;Мадагаскар;;;
;Meucon;Ваннес;Vannes;-1.0;Франция;;;
;Viengxay;;Viengxay;-7.0;Лаос;;;
Вильнюс;Vilnius;Вильнюс;Vilnius;+2.0;Литва;+370 5 273 9305, +370 5 230 6666;airport@vno.lt;http://www.vno.lt
;Vanrook;;Vanrook;-10.0;Австралия;;;
Варанаси;Varanasi;Варанаси;Varanasi;-5.5;Индия;;;
Вентспилс;Ventspils;Вентспилс;Ventspils;+2.0;Латвия;;sales.airport@ventspils.gov.lv;http://www.airport.ventspils.lv
Виланкулос;Vilanculos;Виланкулос;Vilanculos;-2.0;Мозамбик;;;
;Van Nuys;Лос Анджелес;Los Angeles;-8.0;США;;;http://www.lawa.org/vny/welcomeVNY.cfm
Волгоград;Volgograd;Волгоград;Volgograd;-2.0;Россия;;;
Вохемар;Vohemar;Вохемар;Vohemar;-3.0;Мадагаскар;;;
Войнджама;Voinjama;Войнджама;Voinjama;+0.0;Либерия;;;
;Volk Field;;Camp Douglas;-6.0;США;;;
;Nea Anchialos;Волос;Volos;-2.0;Греция;;;
;Votuporanga;;Votuporanga;+3.0;Бразилия;;;
Чертовицкое;Chertovitskoye;Воронеж;Voronezh;+3.0;Россия;;;
;Ongiva;;Ongiva;-1.0;Ангола;;;
Вопнафьордур;Vopnafjordur;Вопнафьордур;Vopnafjordur;+0.0;Исландия;;;
;Eglin AFB;;Valparaiso, FL;-6.0;США;;;
;Chimoio;;Chimoio;;Судан;;;
;Porter County;Вальпараисо;Valparaiso;+6.0;США;;;
;Cecil Field;;Jacksonville;+6.0;США;;;
;Vieques;;Vieques;+4.0;Пуэрто Рико;;;
;Juan Gualberto Gomez;Варадеро;Varadero;+5.0;Куба;;;
;Municipal;Веро Бич;Vero Beach;+5.0;США;;;
Вирак;Virac;Вирак;Virac;-8.0;Филиппины;;;
Вредендаль;Vredendal;Вредендаль;Vredendal;-2.0;ЮАР;;;
Варкаус;Varkaus;;Joroinen;+2.0;Финляндия;;;http://www.ilmailulaitos.fi/airport_varkaus
Вила Реаль;Vila Real;Вила-Реал;Vila Real;+0.0;Португалия;;;
;Valerio Catullo;Верона;Verona;+1.0;Италия;390458095666;;http://www.aeroportoverona.it
;Kawama;Матансас;Matanzas;-5.0;Куба;;;
Версаль;Versailles;Версаль;Versailles;+6.0;США;;;
Врибург;Vryburg;Врибург;Vryburg;-2.0;ЮАР;;;
;Stolport;Верой;Vaeroy;-1.0;Норвегия;;;
;Capitan Carlos Rovirosa;Вийяхермоса;Villahermosa;+6.0;Мексика;;;http://www.asur.com.mx/asur/ingles/aeropuertos/villahermosa/villahermosa.asp
Визеу;Viseu;Визеу;Viseu;+0.0;Португалия;;;
;State;;Springfield;-5.0;США;;;
Луганск;Lugansk;Луганск;Lugansk;+2.0;Украина;8(0642)35-31-05, 8(0642)34-44-20;;
Пхуоклонг;Phuoclong;Пхуоклонг;Phuoclong;-7.0;Вьетнам;;;
;Vasteras/Hasslo;Стокгольм;Stockholm;+1.0;Швеция;;;http://www.vasterasflygplats.se
Виктория;Victoria;Лимбе;Victoria;+6.0;Гондурас;;;
Восточный;Vostochny;Витебск;Vitebsk;+2.0;Беларусь;;;
;Wattay;Виентиане;Vientiane;+6.0;Лаос;;;
Ватулеле;Vatulele;Ватулеле;Vatulele;-12.0;Фиджи;;;
;Vung Tau;;Vung Tau;+7.0;Вьетнам;;;
Виттель;Vittel;Виттель;Vittel;-1.0;Франция;;;
;Miller Field;;Valentine;+6.0;США;;;
Лас Тунас;Las Tunas;Лас-Тунас;Las Tunas;+5.0;Куба;;;
Вишакхапатнам;Vishakhapatnam;Вишакхапатнам;Vishakhapatnam;-5.5;Индия;;;
Валледупар;Valledupar;Валледупар;Valledupar;+5.0;Колумбия;;;
Великий Устюг;Velikij Ustyug;Великий Устюг;Velikij Ustyug;-2.0;Россия;;;
;Mvuu Camp;;Mvuu Camp;+0.0;Малави;;;
Маханору;Mahanoro;Маханору;Mahanoro;-3.0;Мадагаскар;;;
;La Vanguardia;;Villavicencio;+5.0;Колумбия;;;
;Viru Viru Intl;Санта-Круз-Айленд;Santa Cruz;+4.0;Боливия;;;
Вастервик;Vastervik;Вастервик;Vastervik;-1.0;Швеция;;;
Владивосток;Vladivostok;Владивосток;Vladivostok;-2.0;Россия;;;http://www.vladavia.ru/avia_eng/company_airport.php3
Иллизи;Illizi;Иллизи;Illizi;+1.0;Алжир;;;
;Lichinga;;Lichinga;+2.0;Мозамбик;;;
Сан-Педро;San Pedro;;Sao Vicente;+1.0;Кабо-Верде;;;
Ваксьо;Vaxjo;;Vдxjц;-1.0;Швеция;+46(0)470758500;info@smalandairport.se;http://www.smalandairport.se
Врихейд;Vryheid;Врихейд;Vryheid;-2.0;ЮАР;;;
;Illinois Valley Regnl;Перу;Peru;+6.0;США;;;
